policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000119904,[충북] 2026년 산업체 방사광가속기 활용 역량강화사업 산업체 방사광가속기 활용 프로그램 참여기업 모집 공고,충청북도,fetched,url,needs_review,selected_candidate_missing,,,support_ratio,ratio_cap,1,,,,1.0,2316,7047,붙임 1. 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202603251014150819.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251014150819.pdf / 붙임 2. 방사광가속기 활용 지원프로그램 참가신청서(서식).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%202.%20%EB%B0%A9%EC%82%AC%EA%B4%91%EA%B0%80%EC%86%8D%EA%B8%B0%20%ED%99%9C%EC%9A%A9%20%EC%A7%80%EC%9B%90%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%20%EC%B0%B8%EA%B0%80%EC%8B%A0%EC%B2%AD%EC%84%9C(%EC%84%9C%EC%8B%9D).hwp / 202603251014200515.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251014200515.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119904
PBLN_000000000119910,2026년 정보보호제품 신속확인 신규 제품 수수료  지원 사업 안내 공고,과학기술정보통신부,fetched,url,needs_review,selected_context_has_risk_keyword,,1000.0,support_amount,subtract,4,1000.0,support_amount,subtract,,2234,3203,[안내문]2026년 신속확인 신규제품 수수료 지원.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%95%88%EB%82%B4%EB%AC%B8%5D2026%EB%85%84%20%EC%8B%A0%EC%86%8D%ED%99%95%EC%9D%B8%20%EC%8B%A0%EA%B7%9C%EC%A0%9C%ED%92%88%20%EC%88%98%EC%88%98%EB%A3%8C%20%EC%A7%80%EC%9B%90.pdf / 202603251102540117.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251102540117.pdf / 정보보호제품 신속확인 신규 제품 지원사업 신청서 및 설문지.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A0%95%EB%B3%B4%EB%B3%B4%ED%98%B8%EC%A0%9C%ED%92%88%20%EC%8B%A0%EC%86%8D%ED%99%95%EC%9D%B8%20%EC%8B%A0%EA%B7%9C%20%EC%A0%9C%ED%92%88%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EB%B0%8F%20%EC%84%A4%EB%AC%B8%EC%A7%80.hwpx / 202603251106180596.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251106180596.hwpx / form: invalid response,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119910
PBLN_000000000119953,[부산] 제조산업 산업전환을 통한 혁신성장 지원 사업 참여 기업 모집 공고,부산광역시,fetched,url,safe,clear_selected_candidate,,4000.0,support_amount,subtract,18,4000.0,support_amount,subtract,,1818,24131,[공고문] 부산 제조산업 산업전환을 통한 혁신성장 지원 사업_수정.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%20%EB%B6%80%EC%82%B0%20%EC%A0%9C%EC%A1%B0%EC%82%B0%EC%97%85%20%EC%82%B0%EC%97%85%EC%A0%84%ED%99%98%EC%9D%84%20%ED%86%B5%ED%95%9C%20%ED%98%81%EC%8B%A0%EC%84%B1%EC%9E%A5%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85_%EC%88%98%EC%A0%95.pdf / 202603251746550722.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251746550722.pdf / [공고문] 부산 제조산업 산업전환을 통한 혁신성장 지원 사업_수정.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%20%EB%B6%80%EC%82%B0%20%EC%A0%9C%EC%A1%B0%EC%82%B0%EC%97%85%20%EC%82%B0%EC%97%85%EC%A0%84%ED%99%98%EC%9D%84%20%ED%86%B5%ED%95%9C%20%ED%98%81%EC%8B%A0%EC%84%B1%EC%9E%A5%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85_%EC%88%98%EC%A0%95.hwp / 202603251743450281.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251743450281.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119953
PBLN_000000000119957,[부산] 기계ㆍ부품ㆍ철강산업 숙련기술자 고용안정 지원사업 참여 기업 및 참여자 모집 공고,부산광역시,fetched,url,needs_review,large_amount_delta,"amount_delta_20_percent:old=750,new=2250",750.0,support_amount,subtract,14,2250.0,support_amount,subtract,,1765,12064,[공고문] 부산 기계·부품·철강산업 숙련기술자 고용안정 지원사업.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%20%EB%B6%80%EC%82%B0%20%EA%B8%B0%EA%B3%84%C2%B7%EB%B6%80%ED%92%88%C2%B7%EC%B2%A0%EA%B0%95%EC%82%B0%EC%97%85%20%EC%88%99%EB%A0%A8%EA%B8%B0%EC%88%A0%EC%9E%90%20%EA%B3%A0%EC%9A%A9%EC%95%88%EC%A0%95%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85.hwp / 202603251529010839.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251529010839.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119957
PBLN_000000000119976,2026년 해양 연구 시설ㆍ장비 사용료 지원사업 모집 공고,해양수산부,fetched,url,needs_review,selected_candidate_missing,old_amount_without_new_selected_amount,1000.0,support_ratio,ratio_cap,1,,,,1.0,1654,1307,붙임1_2026년 해양수산 연구 시설 장비 사용료 지원사업 _공고문_홈페이지용 (1).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841_2026%EB%85%84%20%ED%95%B4%EC%96%91%EC%88%98%EC%82%B0%20%EC%97%B0%EA%B5%AC%20%EC%8B%9C%EC%84%A4%20%EC%9E%A5%EB%B9%84%20%EC%82%AC%EC%9A%A9%EB%A3%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20_%EA%B3%B5%EA%B3%A0%EB%AC%B8_%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80%EC%9A%A9%20(1).pdf / 202603261113150316.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261113150316.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119976
PBLN_000000000119978,[경북] 2026년 OK FTA 컨설팅 지원사업 모집 공고(경북FTA통상진흥센터),경상북도,fetched,url,needs_review,selected_candidate_missing,old_amount_without_new_selected_amount,15000000.0,support_amount,subtract,5,,,,0.4,2062,4193,지원사업 안내(안).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%95%88%EB%82%B4(%EC%95%88).hwp / 202603261116160924.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261116160924.hwp / 202603261125300215.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261125300215.hwp / 2026년도 OK FTA 컨설팅 사업 참여 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20OK%20FTA%20%EC%BB%A8%EC%84%A4%ED%8C%85%20%EC%82%AC%EC%97%85%20%EC%B0%B8%EC%97%AC%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119978
PBLN_000000000120006,[서울] 2026년 노동환경개선컨설팅 사업 대상 모집 공고,서울특별시,fetched,url,needs_review,selected_candidate_missing,old_amount_without_new_selected_amount,100000.0,support_amount,subtract,2,,,,,1609,2837,공고문(2026-902 2026년 노동환경개선컨설팅).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B3%B5%EA%B3%A0%EB%AC%B8(2026-902%202026%EB%85%84%20%EB%85%B8%EB%8F%99%ED%99%98%EA%B2%BD%EA%B0%9C%EC%84%A0%EC%BB%A8%EC%84%A4%ED%8C%85).hwpx / 202603261431410746.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261431410746.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120006
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,fetched,url,needs_review,large_amount_delta,"amount_delta_20_percent:old=10000,new=500",10000.0,support_amount,subtract,10,500.0,support_amount,subtract,0.2,2163,17030,2026-694_(공고문) 2026년 경기도 공동활용 연구장비 사용료 지원 기업 모집공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-694_(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%B5%EB%8F%99%ED%99%9C%EC%9A%A9%20%EC%97%B0%EA%B5%AC%EC%9E%A5%EB%B9%84%20%EC%82%AC%EC%9A%A9%EB%A3%8C%20%EC%A7%80%EC%9B%90%20%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0+.pdf / 202603261514390494.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261514390494.pdf / 2026-694_[서식1-9] 경기도 공동활용 연구장비 사용료 지원 신청서 및 관련 서류.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-694_%5B%EC%84%9C%EC%8B%9D1-9%5D%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%B5%EB%8F%99%ED%99%9C%EC%9A%A9%20%EC%97%B0%EA%B5%AC%EC%9E%A5%EB%B9%84%20%EC%82%AC%EC%9A%A9%EB%A3%8C%20%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EB%B0%8F%20%EA%B4%80%EB%A0%A8%20%EC%84%9C%EB%A5%98.hwpx / 202603261513240903.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261513240903.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012
PBLN_000000000120097,2026년 데이터 품질인증 지원사업 공고,과학기술정보통신부,fetched,url,safe,clear_selected_candidate,,1150.0,support_amount,subtract,43,1150.0,support_amount,subtract,0.5,2287,20149,5.+2025년+데이터+품질인증+지원사업+민간부담금+계산기.xlsx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/5.+2025%EB%85%84+%EB%8D%B0%EC%9D%B4%ED%84%B0+%ED%92%88%EC%A7%88%EC%9D%B8%EC%A6%9D+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EB%AF%BC%EA%B0%84%EB%B6%80%EB%8B%B4%EA%B8%88+%EA%B3%84%EC%82%B0%EA%B8%B0.xlsx / 202603301003560642.xlsx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301003560642.xlsx / 1.+2026년+데이터+품질인증+지원사업+공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.+2026%EB%85%84+%EB%8D%B0%EC%9D%B4%ED%84%B0+%ED%92%88%EC%A7%88%EC%9D%B8%EC%A6%9D+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 2.+2026년+데이터+품질인증+지원사업+공모안내서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.+2026%EB%85%84+%EB%8D%B0%EC%9D%B4%ED%84%B0+%ED%92%88%EC%A7%88%EC%9D%B8%EC%A6%9D+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EA%B3%B5%EB%AA%A8%EC%95%88%EB%82%B4%EC%84%9C.hwp / 3.+2026년+데이터+품질인증+지원사업+별지서식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/3.+2026%EB%85%84+%EB%8D%B0%EC%9D%B4%ED%84%B0+%ED%92%88%EC%A7%88%EC%9D%B8%EC%A6%9D+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EB%B3%84%EC%A7%80%EC%84%9C%EC%8B%9D.hwp / 202603301003560494.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301003560494.hwp / 202603301003560874.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301003560874.hwp / 202603301004000390.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301004000390.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120097
PBLN_000000000120113,중소기업 전파 공동엔지니어링랩 운영지원 사업 공고,과학기술정보통신부,fetched,url,needs_review,candidate_missing,,,support_ratio,ratio_cap,0,,,,,2398,1408,중소기업 전파 공동엔지니어링랩 운영지원 사업_본문출력파일.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%20%EC%A0%84%ED%8C%8C%20%EA%B3%B5%EB%8F%99%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%EB%A7%81%EB%9E%A9%20%EC%9A%B4%EC%98%81%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85_%EB%B3%B8%EB%AC%B8%EC%B6%9C%EB%A0%A5%ED%8C%8C%EC%9D%BC.hwp / 202603301322560545.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301322560545.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120113
PBLN_000000000120123,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고,금융위원회,fetched,url,needs_review,large_amount_delta,"type_changed:support_amount->subsidy | amount_delta_20_percent:old=15000,new=12000",15000.0,support_amount,subtract,7,12000.0,subsidy,subtract,1.0,1794,20658,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B8%88%EC%9C%B5%20%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B2%A0%EB%93%9C%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%20%EA%B3%B5%EA%B3%A0.pdf / 202603301357370478.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357370478.pdf / (양식)테스트비용 예산 계획서.xlsx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%98%88%EC%82%B0%20%EA%B3%84%ED%9A%8D%EC%84%9C.xlsx / 202603301357270805.xlsx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270805.xlsx / (양식)테스트비용 지원 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / (양식)참여인력 업무수행 계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%EC%B0%B8%EC%97%AC%EC%9D%B8%EB%A0%A5%20%EC%97%85%EB%AC%B4%EC%88%98%ED%96%89%20%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / 202603301357270702.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270702.hwp / 202603301357270886.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270886.hwp / (양식)참여인력 업무수행 계획서.hwp: HWP extraction quality_failed,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120123
PBLN_000000000120134,[전남광주] 2026년 평동산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,fetched,url,safe,clear_selected_candidate,type_changed:support_amount->guarantee | roi_method_changed:subtract->exclude,100.0,support_amount,subtract,3,100.0,guarantee,exclude,0.3,1494,4430,(공고)2026년+평동산업단지+중소기업+보증료+지원사업+공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0)2026%EB%85%84+%ED%8F%89%EB%8F%99%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80+%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85+%EB%B3%B4%EC%A6%9D%EB%A3%8C+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / (붙임)2026년+평동산업단지+중소기업+보증료+지원사업.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EB%B6%99%EC%9E%84)2026%EB%85%84+%ED%8F%89%EB%8F%99%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80+%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85+%EB%B3%B4%EC%A6%9D%EB%A3%8C+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85.hwp / 202603301444350453.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301444350453.hwp / 202603301444400049.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301444400049.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120134
PBLN_000000000120135,[전남광주] 2026년 하남산업단지 중소기업 보증료 지원사업 공고,전남광주통합특별시,fetched,url,safe,clear_selected_candidate,type_changed:support_amount->guarantee | roi_method_changed:subtract->exclude,100.0,support_amount,subtract,3,100.0,guarantee,exclude,0.3,1499,4449,2026년+하남산업단지+중소기업+보증료+지원사업+공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84+%ED%95%98%EB%82%A8%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80+%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85+%EB%B3%B4%EC%A6%9D%EB%A3%8C+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 2026년+하남산업단지+중소기업+보증료+지원신청서+등(서식1~3).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84+%ED%95%98%EB%82%A8%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80+%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85+%EB%B3%B4%EC%A6%9D%EB%A3%8C+%EC%A7%80%EC%9B%90%EC%8B%A0%EC%B2%AD%EC%84%9C+%EB%93%B1(%EC%84%9C%EC%8B%9D1~3).hwp / 202603301450580363.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301450580363.hwp / 202603301451110290.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301451110290.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120135
PBLN_000000000120170,2026년 중소기업 기술분쟁 소송보험 지원사업 공고,중소벤처기업부,fetched,url,needs_review,selected_candidate_missing,old_amount_without_new_selected_amount,5000.0,support_amount,subtract,17,,,,0.8,1639,10955,2026년_중소기업_기술분쟁_소송보험_지원사업_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85_%EA%B8%B0%EC%88%A0%EB%B6%84%EC%9F%81_%EC%86%8C%EC%86%A1%EB%B3%B4%ED%97%98_%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EA%B3%B5%EA%B3%A0.pdf / 202603311129100553.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603311129100553.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120170
