policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),강원특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=700,new=40",700.0,support_amount,subtract,15,40.0,support_amount,subtract,,2455,13309,1. (2026)강원 바이오기업 성장 촉진 및 고용 활성화 지원기업 모집 공고문(상시공고).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20(2026)%EA%B0%95%EC%9B%90%20%EB%B0%94%EC%9D%B4%EC%98%A4%EA%B8%B0%EC%97%85%20%EC%84%B1%EC%9E%A5%20%EC%B4%89%EC%A7%84%20%EB%B0%8F%20%EA%B3%A0%EC%9A%A9%20%ED%99%9C%EC%84%B1%ED%99%94%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%83%81%EC%8B%9C%EA%B3%B5%EA%B3%A0).pdf / 202606021429360905.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606021429360905.pdf / 2. (2026)강원 바이오기업 성장 촉진 및 고용 활성화 기업지원사업 서식_신규채용자 초기 정주기반 지원.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20(2026)%EA%B0%95%EC%9B%90%20%EB%B0%94%EC%9D%B4%EC%98%A4%EA%B8%B0%EC%97%85%20%EC%84%B1%EC%9E%A5%20%EC%B4%89%EC%A7%84%20%EB%B0%8F%20%EA%B3%A0%EC%9A%A9%20%ED%99%9C%EC%84%B1%ED%99%94%20%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%84%9C%EC%8B%9D_%EC%8B%A0%EA%B7%9C%EC%B1%84%EC%9A%A9%EC%9E%90%20%EC%B4%88%EA%B8%B0%20%EC%A0%95%EC%A3%BC%EA%B8%B0%EB%B0%98%20%EC%A7%80%EC%9B%90.hwp / 2. (2026)강원 바이오기업 성장 촉진 및 고용 활성화 기업지원사업 서식_춘천바이오산업진흥원.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20(2026)%EA%B0%95%EC%9B%90%20%EB%B0%94%EC%9D%B4%EC%98%A4%EA%B8%B0%EC%97%85%20%EC%84%B1%EC%9E%A5%20%EC%B4%89%EC%A7%84%20%EB%B0%8F%20%EA%B3%A0%EC%9A%A9%20%ED%99%9C%EC%84%B1%ED%99%94%20%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%84%9C%EC%8B%9D_%EC%B6%98%EC%B2%9C%EB%B0%94%EC%9D%B4%EC%98%A4%EC%82%B0%EC%97%85%EC%A7%84%ED%9D%A5%EC%9B%90.hwp / 202606021430250275.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606021430250275.hwp / 202606021430250350.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606021430250350.hwp / 202606021430250428.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606021430250428.hwp / 개인정보 수집(이용) · 제공 동의서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B0%9C%EC%9D%B8%EC%A0%95%EB%B3%B4%20%EC%88%98%EC%A7%91(%EC%9D%B4%EC%9A%A9)%20%C2%B7%20%EC%A0%9C%EA%B3%B5%20%EB%8F%99%EC%9D%98%EC%84%9C.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122726
PBLN_000000000122968,2026년 2차 안전일터 조성지원 사업 수정 공고,고용노동부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=3000,new=100000",3000.0,subsidy,subtract,9,100000.0,support_amount,subtract,0.5,2087,12063,[붙임] 2026년 안전일터 조성지원 사업 공고문_수정(2차).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%84%5D%202026%EB%85%84%20%EC%95%88%EC%A0%84%EC%9D%BC%ED%84%B0%20%EC%A1%B0%EC%84%B1%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0%EB%AC%B8_%EC%88%98%EC%A0%95(2%EC%B0%A8).pdf / 202606091726560027.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606091726560027.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122968
PBLN_000000000122997,[강원] 횡성군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000",130.0,subsidy,subtract,31,1000.0,support_amount,subtract,0.15,2205,26367,붙임1. 2026년 횡성군 지식재산 첫걸음 지원사업 참여기업 모집 공고2차.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.%202026%EB%85%84%20%ED%9A%A1%EC%84%B1%EA%B5%B0%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EC%B2%AB%EA%B1%B8%EC%9D%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A02%EC%B0%A8.pdf / 202606101345240053.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101345240053.pdf / 붙임2. 컨설팅 지원사업 신청서 양식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842.%20%EC%BB%A8%EC%84%A4%ED%8C%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EC%96%91%EC%8B%9D.hwp / 202606101346270853.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101346270853.hwp / 202606101346270981.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101346270981.hwp / 붙임3. 국내·외 권리화 신청서 양식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%843.%20%EA%B5%AD%EB%82%B4%C2%B7%EC%99%B8%20%EA%B6%8C%EB%A6%AC%ED%99%94%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EC%96%91%EC%8B%9D.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122997
PBLN_000000000122998,[강원] 영월군 2026년 2차 지식재산 첫걸음 지원사업 참여기업 모집 공고,강원특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=130,new=1000",130.0,subsidy,subtract,31,1000.0,support_amount,subtract,0.15,2207,26553,붙임1. 2026년 영월군 지식재산 첫걸음 지원사업 참여기업 2차 모집 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.%202026%EB%85%84%20%EC%98%81%EC%9B%94%EA%B5%B0%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EC%B2%AB%EA%B1%B8%EC%9D%8C%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.hwp / 붙임2. 컨설팅 지원사업 통합 신청서 양식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842.%20%EC%BB%A8%EC%84%A4%ED%8C%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%ED%86%B5%ED%95%A9%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EC%96%91%EC%8B%9D.hwp / 202606101349060393.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101349060393.hwp / 202606101349210406.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101349210406.hwp / 202606101349210501.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606101349210501.hwp / 붙임3. 국내·외 권리화 신청서 양식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%843.%20%EA%B5%AD%EB%82%B4%C2%B7%EC%99%B8%20%EA%B6%8C%EB%A6%AC%ED%99%94%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EC%96%91%EC%8B%9D.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122998
PBLN_000000000123053,2026년 2차 경북 영천시 금호 이웃사촌마을 조성사업 청년창업 및 이전기업 지원사업 참여기업(이전기업) 모집 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=5000,new=20000",5000.0,support_amount,subtract,13,20000.0,support_amount,subtract,0.2,2740,20833,1. [공고] 2026년 금호 이웃사촌마을 조성사업 「청년창업 및 이전기업 지원 사업」 참여기업 2차 모집 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20%5B%EA%B3%B5%EA%B3%A0%5D%202026%EB%85%84%20%EA%B8%88%ED%98%B8%20%EC%9D%B4%EC%9B%83%EC%82%AC%EC%B4%8C%EB%A7%88%EC%9D%84%20%EC%A1%B0%EC%84%B1%EC%82%AC%EC%97%85%20%E3%80%8C%EC%B2%AD%EB%85%84%EC%B0%BD%EC%97%85%20%EB%B0%8F%20%EC%9D%B4%EC%A0%84%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%E3%80%8D%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.pdf / 202606111317480714.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606111317480714.pdf / 2. [양식] 2026년 사업계획서 및 부가서류_이전기업(공고용).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20%5B%EC%96%91%EC%8B%9D%5D%202026%EB%85%84%20%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C%20%EB%B0%8F%20%EB%B6%80%EA%B0%80%EC%84%9C%EB%A5%98_%EC%9D%B4%EC%A0%84%EA%B8%B0%EC%97%85(%EA%B3%B5%EA%B3%A0%EC%9A%A9).hwp / 202606111317450036.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606111317450036.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123053
PBLN_000000000123103,[전남광주] 로컬콘텐츠 기반 문화상품 개발 컨소시엄(공방&디자인기업) 모집 공고,전남광주통합특별시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1000,new=800",1000.0,support_amount,subtract,3,800.0,support_amount,subtract,0.1,1683,12562,[공고문]+2026+문화상품개발(앵커)+컨소시엄+모집.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D+2026+%EB%AC%B8%ED%99%94%EC%83%81%ED%92%88%EA%B0%9C%EB%B0%9C(%EC%95%B5%EC%BB%A4)+%EC%BB%A8%EC%86%8C%EC%8B%9C%EC%97%84+%EB%AA%A8%EC%A7%91.pdf / 202606121056280597.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606121056280597.pdf / 202606121056330704.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606121056330704.hwp / [신청서]+2026+문화상품개발(앵커)+컨소시엄+참가.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%8B%A0%EC%B2%AD%EC%84%9C%5D+2026+%EB%AC%B8%ED%99%94%EC%83%81%ED%92%88%EA%B0%9C%EB%B0%9C(%EC%95%B5%EC%BB%A4)+%EC%BB%A8%EC%86%8C%EC%8B%9C%EC%97%84+%EC%B0%B8%EA%B0%80.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123103
PBLN_000000000123148,2026년 2차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=100000,new=2e+06",100000.0,subsidy,subtract,25,2000000.0,support_amount,subtract,0.5,2410,24152,(공고 2026-429) 2026년도 조선해양산업기술개발 신규지원 대상과제(2차) 공고문(안).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%202026-429)%202026%EB%85%84%EB%8F%84%20%EC%A1%B0%EC%84%A0%ED%95%B4%EC%96%91%EC%82%B0%EC%97%85%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C(2%EC%B0%A8)%20%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%95%88).hwpx / 붙임 2026년도 조선해양산업기술개발 신규지원 대상과제(2차) 품목개요서.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%202026%EB%85%84%EB%8F%84%20%EC%A1%B0%EC%84%A0%ED%95%B4%EC%96%91%EC%82%B0%EC%97%85%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C(2%EC%B0%A8)%20%ED%92%88%EB%AA%A9%EA%B0%9C%EC%9A%94%EC%84%9C.hwpx / 202606151012590210.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151012590210.hwpx / 202606151013050523.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151013050523.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123148
PBLN_000000000123150,2026년 소공인 스마트제조지원(스마트공방)사업 추가 모집 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=600,new=3000",600.0,subsidy,subtract,15,3000.0,subsidy,subtract,1.0,2429,16913,2026년_소공인_스마트제조지원사업_추가_모집_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%A0%9C%EC%A1%B0%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%B6%94%EA%B0%80_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.pdf / 202606151039580324.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151039580324.pdf / 2026년_소공인_스마트제조지원사업_추가_모집_공고_별첨자료.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%86%8C%EA%B3%B5%EC%9D%B8_%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%A0%9C%EC%A1%B0%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%B6%94%EA%B0%80_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0_%EB%B3%84%EC%B2%A8%EC%9E%90%EB%A3%8C.hwpx / 202606151039500013.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151039500013.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123150
PBLN_000000000123154,2026년 3차 조선해양산업기술개발사업 신규지원 대상과제 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=297000,new=4.21e+06",297000.0,subsidy,subtract,15,4210000.0,support_amount,subtract,0.5,2493,24158,(공고 2026-433) 2026년도 조선해양산업기술개발 신규지원 대상과제(3차) 공고문(안)+.hwpx.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%202026-433)%202026%EB%85%84%EB%8F%84%20%EC%A1%B0%EC%84%A0%ED%95%B4%EC%96%91%EC%82%B0%EC%97%85%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C(3%EC%B0%A8)%20%EA%B3%B5%EA%B3%A0%EB%AC%B8(%EC%95%88)+.hwpx.pdf / 202606151059130428.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151059130428.pdf / 붙임 2026년도 조선해양산업기술개발 신규지원 대상과제(3차) 품목개요서.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%202026%EB%85%84%EB%8F%84%20%EC%A1%B0%EC%84%A0%ED%95%B4%EC%96%91%EC%82%B0%EC%97%85%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EB%8C%80%EC%83%81%EA%B3%BC%EC%A0%9C(3%EC%B0%A8)%20%ED%92%88%EB%AA%A9%EA%B0%9C%EC%9A%94%EC%84%9C.hwpx / 202606151059090078.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151059090078.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123154
PBLN_000000000123158,2026년 3차 친환경양식어업육성 사업대상자 모집 재공고(품종별산업화시설지원-친환경개체굴생산지원),해양수산부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=100000,new=350000",100000.0,subsidy,subtract,18,350000.0,subsidy,subtract,0.5,1716,23143,2026년 친환경양식어업육성(친환경개체굴생산시설) 사업대상자 모집공고(재공고_3차)+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%B9%9C%ED%99%98%EA%B2%BD%EC%96%91%EC%8B%9D%EC%96%B4%EC%97%85%EC%9C%A1%EC%84%B1(%EC%B9%9C%ED%99%98%EA%B2%BD%EA%B0%9C%EC%B2%B4%EA%B5%B4%EC%83%9D%EC%82%B0%EC%8B%9C%EC%84%A4)%20%EC%82%AC%EC%97%85%EB%8C%80%EC%83%81%EC%9E%90%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0(%EC%9E%AC%EA%B3%B5%EA%B3%A0_3%EC%B0%A8)+.pdf / 202606151125520333.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151125520333.pdf / 2026년 품종별산업화시설지원(친환경개체굴생산지원) 사업시행지침.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%ED%92%88%EC%A2%85%EB%B3%84%EC%82%B0%EC%97%85%ED%99%94%EC%8B%9C%EC%84%A4%EC%A7%80%EC%9B%90(%EC%B9%9C%ED%99%98%EA%B2%BD%EA%B0%9C%EC%B2%B4%EA%B5%B4%EC%83%9D%EC%82%B0%EC%A7%80%EC%9B%90)%20%EC%82%AC%EC%97%85%EC%8B%9C%ED%96%89%EC%A7%80%EC%B9%A8.hwpx / 202606151127450130.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151127450130.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123158
PBLN_000000000123188,[경북] 북부 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=420,new=900",420.0,subsidy,subtract,39,900.0,subsidy,subtract,0.4,2356,11038,0. [공고문] 2026년 지식재산 긴급지원 사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/0.%20%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B8%B4%EA%B8%89%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 202606151446330783.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151446330783.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123188
PBLN_000000000123192,[경북] 영주시 2026년 3차 지식재산 긴급지원 사업 모집 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1400,new=900",1400.0,subsidy,subtract,13,900.0,subsidy,subtract,0.4,2256,8750,0. [공고문] 2026년 지식재산 긴급지원 사업 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/0.%20%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%EB%85%84%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B8%B4%EA%B8%89%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0.hwp / 202606151451340121.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606151451340121.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123192
PBLN_000000000123205,[경기] 안양시 2026년 하반기 국내외 IP 출원 및 인증 지원사업 모집 공고,경기도,fetched,url,needs_review,selected_context_has_risk_keyword | large_amount_delta,선택 후보 주변에 총사업비/자부담 등 위험 키워드가 있음 | 기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=400,new=2e+06",400.0,support_amount,subtract,8,2000000.0,support_amount,subtract,0.8,2281,14441,공고문_2026년 국내외 IP 및 인증 지원사업 (하반기).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B3%B5%EA%B3%A0%EB%AC%B8_2026%EB%85%84%20%EA%B5%AD%EB%82%B4%EC%99%B8%20IP%20%EB%B0%8F%20%EC%9D%B8%EC%A6%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20(%ED%95%98%EB%B0%98%EA%B8%B0).hwp / 신청서류_2026년 국내외 IP 출원 및 인증 지원사업 신청서류.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%8B%A0%EC%B2%AD%EC%84%9C%EB%A5%98_2026%EB%85%84%20%EA%B5%AD%EB%82%B4%EC%99%B8%20IP%20%EC%B6%9C%EC%9B%90%20%EB%B0%8F%20%EC%9D%B8%EC%A6%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%EB%A5%98.hwp / 인증대상_인증지원 종류 및 범위.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%9D%B8%EC%A6%9D%EB%8C%80%EC%83%81_%EC%9D%B8%EC%A6%9D%EC%A7%80%EC%9B%90%20%EC%A2%85%EB%A5%98%20%EB%B0%8F%20%EB%B2%94%EC%9C%84.hwp / 202606160955320628.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606160955320628.hwp / 202606160955380126.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606160955380126.hwp / 202606160955380258.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606160955380258.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123205
PBLN_000000000123210,2026년 2차 국가표준기술력향상사업 신규지원 대상과제 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=7000,new=5.985e+07",7000.0,subsidy,subtract,24,59850000.0,support_amount,subtract,1.0,2444,24112,2026년 제2차 공고대상 과제 품목요약서.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%A0%9C2%EC%B0%A8%20%EA%B3%B5%EA%B3%A0%EB%8C%80%EC%83%81%20%EA%B3%BC%EC%A0%9C%20%ED%92%88%EB%AA%A9%EC%9A%94%EC%95%BD%EC%84%9C.pdf / 2026년 제2차 국가표준기술력향상사업 신규지원 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%A0%9C2%EC%B0%A8%20%EA%B5%AD%EA%B0%80%ED%91%9C%EC%A4%80%EA%B8%B0%EC%88%A0%EB%A0%A5%ED%96%A5%EC%83%81%EC%82%AC%EC%97%85%20%EC%8B%A0%EA%B7%9C%EC%A7%80%EC%9B%90%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202606161031030910.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161031030910.pdf / 202606161031090396.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606161031090396.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123210
