policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000118245,[경북] 2026년 중소벤처기업 지식재산권 및 해외인증 지원사업 참가기업 모집 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_amount->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=500,new=600",500.0,support_amount,subtract,4,600.0,non_cash,recommend_only,0.8,2161,13832,202602051127090551.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202602051127090551.pdf / [붙임]해외규격인증대상.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%84%5D%ED%95%B4%EC%99%B8%EA%B7%9C%EA%B2%A9%EC%9D%B8%EC%A6%9D%EB%8C%80%EC%83%81.pdf / [서식] 중소벤처기업 지식재산권 및 해외인증 지원사업 참가기업 모집 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%84%9C%EC%8B%9D%5D%20%EC%A4%91%EC%86%8C%EB%B2%A4%EC%B2%98%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%EA%B6%8C%20%EB%B0%8F%20%ED%95%B4%EC%99%B8%EC%9D%B8%EC%A6%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%B0%B8%EA%B0%80%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0.hwp / 202602051127090432.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202602051127090432.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118245
PBLN_000000000118395,[경기] 2026년 기술닥터사업 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=500,new=2000",500.0,support_amount,subtract,14,2000.0,support_amount,subtract,0.8,2043,15035,2026-375_★기술닥터사업 표준서식.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-375_%E2%98%85%EA%B8%B0%EC%88%A0%EB%8B%A5%ED%84%B0%EC%82%AC%EC%97%85%20%ED%91%9C%EC%A4%80%EC%84%9C%EC%8B%9D.hwpx / 202602101457110034.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202602101457110034.hwpx / 2026-375_★2026년 기술닥터사업 공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-375_%E2%98%852026%EB%85%84%20%EA%B8%B0%EC%88%A0%EB%8B%A5%ED%84%B0%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 202602101457070158.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202602101457070158.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118395
PBLN_000000000119206,[충남] 아산시 2026년 해외마케팅 지원사업 참가기업 모집 공고,충청남도,fetched,url,needs_review,subtract_without_limit_context | large_amount_delta,직접 차감 후보이나 기업당/한도 문맥이 부족함 | 기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=400,new=10000",400.0,subsidy,subtract,11,10000.0,subsidy,subtract,0.8,1978,12775,2026년 아산시 해외마케팅 지원사업 참가기업 모집 공고문.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%ED%95%B4%EC%99%B8%EB%A7%88%EC%BC%80%ED%8C%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%B0%B8%EA%B0%80%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwpx / 2026년 아산시 해외마케팅 지원사업 참가신청서.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%ED%95%B4%EC%99%B8%EB%A7%88%EC%BC%80%ED%8C%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%B0%B8%EA%B0%80%EC%8B%A0%EC%B2%AD%EC%84%9C.hwpx / 지방보조금 공모사업 신청서(해외마케팅 지원사업).hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%A7%80%EB%B0%A9%EB%B3%B4%EC%A1%B0%EA%B8%88%20%EA%B3%B5%EB%AA%A8%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C(%ED%95%B4%EC%99%B8%EB%A7%88%EC%BC%80%ED%8C%85%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85).hwpx / 202603061312370110.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603061312370110.hwpx / 202603061312440949.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603061312440949.hwpx / 202603061312450066.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603061312450066.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119206
PBLN_000000000119454,[경기] 평택시 2026년 국내외 지식재산 권리화 지원사업 모집 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=0,new=150",0.0,support_amount,subtract,4,150.0,support_amount,subtract,0.8,2136,10244,(붙임1) 2026년도 ｢국내외 지식재산 권리화 지원사업｣ 모집공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EB%B6%99%EC%9E%841)%202026%EB%85%84%EB%8F%84%20%EF%BD%A2%EA%B5%AD%EB%82%B4%EC%99%B8%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B6%8C%EB%A6%AC%ED%99%94%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%EF%BD%A3%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0.pdf / 202603130952200149.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603130952200149.pdf / (붙임2) 2026년도 국내외 지식재산 권리화 지원사업 신청서식..hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EB%B6%99%EC%9E%842)%202026%EB%85%84%EB%8F%84%20%EA%B5%AD%EB%82%B4%EC%99%B8%20%EC%A7%80%EC%8B%9D%EC%9E%AC%EC%82%B0%20%EA%B6%8C%EB%A6%AC%ED%99%94%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C%EC%8B%9D..hwp / 202603130952280406.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603130952280406.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119454
PBLN_000000000119836,[전남광주] 2026년 상반기 구조고도화자금 지원 계획 공고,전남광주통합특별시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=3e+06,new=1e+06",3000000.0,support_amount,subtract,9,1000000.0,support_amount,subtract,0.1,1569,15872,공고문_2026년도 상반기 구조고도화자금 지원.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B3%B5%EA%B3%A0%EB%AC%B8_2026%EB%85%84%EB%8F%84%20%EC%83%81%EB%B0%98%EA%B8%B0%20%EA%B5%AC%EC%A1%B0%EA%B3%A0%EB%8F%84%ED%99%94%EC%9E%90%EA%B8%88%20%EC%A7%80%EC%9B%90.pdf / 202603231509200228.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603231509200228.pdf / 신청서식_2026년도 상반기 구조고도화자금 지원.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EC%8B%A0%EC%B2%AD%EC%84%9C%EC%8B%9D_2026%EB%85%84%EB%8F%84%20%EC%83%81%EB%B0%98%EA%B8%B0%20%EA%B5%AC%EC%A1%B0%EA%B3%A0%EB%8F%84%ED%99%94%EC%9E%90%EA%B8%88%20%EC%A7%80%EC%9B%90.hwp / 202603231509150389.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603231509150389.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119836
PBLN_000000000119957,[부산] 기계ㆍ부품ㆍ철강산업 숙련기술자 고용안정 지원사업 참여 기업 및 참여자 모집 공고,부산광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=750,new=2250",750.0,support_amount,subtract,14,2250.0,support_amount,subtract,,1765,12064,[공고문] 부산 기계·부품·철강산업 숙련기술자 고용안정 지원사업.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%20%EB%B6%80%EC%82%B0%20%EA%B8%B0%EA%B3%84%C2%B7%EB%B6%80%ED%92%88%C2%B7%EC%B2%A0%EA%B0%95%EC%82%B0%EC%97%85%20%EC%88%99%EB%A0%A8%EA%B8%B0%EC%88%A0%EC%9E%90%20%EA%B3%A0%EC%9A%A9%EC%95%88%EC%A0%95%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85.hwp / 202603251529010839.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603251529010839.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119957
PBLN_000000000120012,[경기] 2026년 공동활용 연구장비 사용료 지원 기업 모집 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=10000,new=500",10000.0,support_amount,subtract,10,500.0,support_amount,subtract,0.2,2163,17030,2026-694_(공고문) 2026년 경기도 공동활용 연구장비 사용료 지원 기업 모집공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-694_(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%B5%EB%8F%99%ED%99%9C%EC%9A%A9%20%EC%97%B0%EA%B5%AC%EC%9E%A5%EB%B9%84%20%EC%82%AC%EC%9A%A9%EB%A3%8C%20%EC%A7%80%EC%9B%90%20%EA%B8%B0%EC%97%85%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0+.pdf / 202603261514390494.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261514390494.pdf / 2026-694_[서식1-9] 경기도 공동활용 연구장비 사용료 지원 신청서 및 관련 서류.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026-694_%5B%EC%84%9C%EC%8B%9D1-9%5D%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%B5%EB%8F%99%ED%99%9C%EC%9A%A9%20%EC%97%B0%EA%B5%AC%EC%9E%A5%EB%B9%84%20%EC%82%AC%EC%9A%A9%EB%A3%8C%20%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EB%B0%8F%20%EA%B4%80%EB%A0%A8%20%EC%84%9C%EB%A5%98.hwpx / 202603261513240903.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603261513240903.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120012
PBLN_000000000120123,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고,금융위원회,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_amount->subsidy | amount_delta_20_percent:old=15000,new=12000",15000.0,support_amount,subtract,7,12000.0,subsidy,subtract,1.0,1794,20658,2026년 금융 테스트베드 참여기업 테스트비용 지원 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%20%EA%B8%88%EC%9C%B5%20%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B2%A0%EB%93%9C%20%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85%20%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%20%EA%B3%B5%EA%B3%A0.pdf / 202603301357370478.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357370478.pdf / (양식)테스트비용 예산 계획서.xlsx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%98%88%EC%82%B0%20%EA%B3%84%ED%9A%8D%EC%84%9C.xlsx / 202603301357270805.xlsx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270805.xlsx / (양식)테스트비용 지원 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%ED%85%8C%EC%8A%A4%ED%8A%B8%EB%B9%84%EC%9A%A9%20%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / (양식)참여인력 업무수행 계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%96%91%EC%8B%9D)%EC%B0%B8%EC%97%AC%EC%9D%B8%EB%A0%A5%20%EC%97%85%EB%AC%B4%EC%88%98%ED%96%89%20%EA%B3%84%ED%9A%8D%EC%84%9C.hwp / 202603301357270702.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270702.hwp / 202603301357270886.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202603301357270886.hwp / (양식)참여인력 업무수행 계획서.hwp: HWP extraction quality_failed,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120123
PBLN_000000000120498,[경기] 화성시 2026년 GAP 안정성 분석 지원사업 신청 공고,경기도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=19,new=24.4",19.0,subsidy,subtract,8,24.4,support_amount,subtract,1.0,2377,21510,(사업지침서) 2026년 GAP 안전성 분석 지원.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EC%82%AC%EC%97%85%EC%A7%80%EC%B9%A8%EC%84%9C)%202026%EB%85%84%20GAP%20%EC%95%88%EC%A0%84%EC%84%B1%20%EB%B6%84%EC%84%9D%20%EC%A7%80%EC%9B%90.pdf / 202604071443320264.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604071443320264.pdf / 202604071443320479.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604071443320479.hwpx / [참고] 농산물의 잔류농약 등 항목별 검사수수료.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%B0%B8%EA%B3%A0%5D%20%EB%86%8D%EC%82%B0%EB%AC%BC%EC%9D%98%20%EC%9E%94%EB%A5%98%EB%86%8D%EC%95%BD%20%EB%93%B1%20%ED%95%AD%EB%AA%A9%EB%B3%84%20%EA%B2%80%EC%82%AC%EC%88%98%EC%88%98%EB%A3%8C.hwpx / GAP 안전성 분석 지원사업 보조금 청구서식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/GAP%20%EC%95%88%EC%A0%84%EC%84%B1%20%EB%B6%84%EC%84%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EB%B3%B4%EC%A1%B0%EA%B8%88%20%EC%B2%AD%EA%B5%AC%EC%84%9C%EC%8B%9D.hwp / 공고1405호 2026 GAP 안전성 분석지원사업 신청 공고.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EA%B3%B5%EA%B3%A01405%ED%98%B8%202026%20GAP%20%EC%95%88%EC%A0%84%EC%84%B1%20%EB%B6%84%EC%84%9D%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%20%EA%B3%B5%EA%B3%A0.hwp / 202604071443320548.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604071443320548.hwp / 202604071443360220.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604071443360220.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120498
PBLN_000000000120600,[경북] 김천시 2026년 기술주치의119지원사업 공고,경상북도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=200000,new=1500",200000.0,support_amount,subtract,13,1500.0,support_amount,subtract,1.0,2196,20019,붙임2. 2026년도 김천시 기술주치의119지원사업 공고(안).hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842.%202026%EB%85%84%EB%8F%84%20%EA%B9%80%EC%B2%9C%EC%8B%9C%20%EA%B8%B0%EC%88%A0%EC%A3%BC%EC%B9%98%EC%9D%98119%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0(%EC%95%88).hwp / 붙임3. 현장애로기술지원 신청서 및 결과보고서 서식_.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%843.%20%ED%98%84%EC%9E%A5%EC%95%A0%EB%A1%9C%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EB%B0%8F%20%EA%B2%B0%EA%B3%BC%EB%B3%B4%EA%B3%A0%EC%84%9C%20%EC%84%9C%EC%8B%9D_.hwp / 붙임4. 중기애로기술지원 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%844.%20%EC%A4%91%EA%B8%B0%EC%95%A0%EB%A1%9C%EA%B8%B0%EC%88%A0%EC%A7%80%EC%9B%90%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / 붙임5. 기술주치의 모집 및 등록 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%845.%20%EA%B8%B0%EC%88%A0%EC%A3%BC%EC%B9%98%EC%9D%98%20%EB%AA%A8%EC%A7%91%20%EB%B0%8F%20%EB%93%B1%EB%A1%9D%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / 202604091337130891.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604091337130891.hwp / 202604091337140009.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604091337140009.hwp / 202604091337140103.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604091337140103.hwp / 202604091337370647.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604091337370647.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120600
PBLN_000000000120673,2026년 다공성 탄소소재 기반 환경소재 및 부품개발 기반구축 사업 수혜기업 지원(시제품 제작 및 기술지도) 사업 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=50,new=1000",50.0,support_amount,subtract,5,1000.0,support_amount,subtract,,2223,7937,[2026-10]_2026년_다공성_탄소소재_기반구축_사업_수혜기업_시제품_제작_및_기술지도_지원_사업_공고문.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B2026-10%5D_2026%EB%85%84_%EB%8B%A4%EA%B3%B5%EC%84%B1_%ED%83%84%EC%86%8C%EC%86%8C%EC%9E%AC_%EA%B8%B0%EB%B0%98%EA%B5%AC%EC%B6%95_%EC%82%AC%EC%97%85_%EC%88%98%ED%98%9C%EA%B8%B0%EC%97%85_%EC%8B%9C%EC%A0%9C%ED%92%88_%EC%A0%9C%EC%9E%91_%EB%B0%8F_%EA%B8%B0%EC%88%A0%EC%A7%80%EB%8F%84_%EC%A7%80%EC%9B%90_%EC%82%AC%EC%97%85_%EA%B3%B5%EA%B3%A0%EB%AC%B8.hwp / 붙임_지원신청서2026_양식.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84_%EC%A7%80%EC%9B%90%EC%8B%A0%EC%B2%AD%EC%84%9C2026_%EC%96%91%EC%8B%9D.hwp / 202604101402290946.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604101402290946.hwp / 202604101402330065.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604101402330065.hwp / test.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/test.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120673
PBLN_000000000120780,2026년 통상변화대응지원사업 참여기업 모집 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1e+06,new=2000",1000000.0,support_amount,subtract,22,2000.0,support_amount,subtract,0.02,1896,12062,(공고문) 2026년_통상변화대응지원사업_참여기업_모집_공고.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/(%EA%B3%B5%EA%B3%A0%EB%AC%B8)%202026%EB%85%84_%ED%86%B5%EC%83%81%EB%B3%80%ED%99%94%EB%8C%80%EC%9D%91%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%EC%B0%B8%EC%97%AC%EA%B8%B0%EC%97%85_%EB%AA%A8%EC%A7%91_%EA%B3%B5%EA%B3%A0.hwpx / 202604141347550159.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604141347550159.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120780
PBLN_000000000120845,2026년 하반기 중소기업기술혁신개발사업 유망기술개발(구조혁신R&D) 시행계획 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->support_amount | amount_delta_20_percent:old=48000,new=200000",48000.0,subsidy,subtract,38,200000.0,support_amount,subtract,0.75,2470,14080,2026년_중소기업기술혁신개발사업_유망기술개발(구조혁신R&D)_시행계획_공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%EA%B8%B0%EC%88%A0%ED%98%81%EC%8B%A0%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%97%85_%EC%9C%A0%EB%A7%9D%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C(%EA%B5%AC%EC%A1%B0%ED%98%81%EC%8B%A0R&D)_%EC%8B%9C%ED%96%89%EA%B3%84%ED%9A%8D_%EA%B3%B5%EA%B3%A0.pdf / 202604151515330848.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604151515330848.pdf / 2026년_중소기업기술혁신개발사업_유망기술개발(구조혁신R&D)_시행계획_공고.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%EA%B8%B0%EC%88%A0%ED%98%81%EC%8B%A0%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%97%85_%EC%9C%A0%EB%A7%9D%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C(%EA%B5%AC%EC%A1%B0%ED%98%81%EC%8B%A0R&D)_%EC%8B%9C%ED%96%89%EA%B3%84%ED%9A%8D_%EA%B3%B5%EA%B3%A0.hwpx / 202604151516570335.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604151516570335.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120845
PBLN_000000000120865,2026년 한ㆍ이스라엘 국제공동기술개발사업 신규 과제 통합 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=168000,new=420000",168000.0,support_amount,subtract,39,420000.0,support_amount,subtract,0.3,2915,24124,2026년도 한·이스라엘 국제공동기술개발사업 신규 과제 통합 공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%ED%95%9C%C2%B7%EC%9D%B4%EC%8A%A4%EB%9D%BC%EC%97%98%20%EA%B5%AD%EC%A0%9C%EA%B3%B5%EB%8F%99%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%97%85%20%EC%8B%A0%EA%B7%9C%20%EA%B3%BC%EC%A0%9C%20%ED%86%B5%ED%95%A9%20%EA%B3%B5%EA%B3%A0.pdf / 202604161111240809.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604161111240809.pdf / 2026년도 한이스라엘 국제공동기술개발사업 통합 공고.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2026%EB%85%84%EB%8F%84%20%ED%95%9C%EC%9D%B4%EC%8A%A4%EB%9D%BC%EC%97%98%20%EA%B5%AD%EC%A0%9C%EA%B3%B5%EB%8F%99%EA%B8%B0%EC%88%A0%EA%B0%9C%EB%B0%9C%EC%82%AC%EC%97%85%20%ED%86%B5%ED%95%A9%20%EA%B3%B5%EA%B3%A0.hwpx / 202604161111300419.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202604161111300419.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000120865
